Período de consulta de 01/01/2023 a 31/03/2025
"";"";"Porto de Vigo";"";""
"07/11/2024";"Lluvia";"0.0";"1";"L/m2"
"07/11/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"07/11/2024";"Temperatura media  atura a 1.5m";"18.61";"1";"ºC"
"08/11/2024";"Lluvia";"4.2";"1";"L/m2"
"08/11/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"08/11/2024";"Temperatura media  atura a 1.5m";"17.31";"1";"ºC"
"09/11/2024";"Lluvia";"1.1";"1";"L/m2"
"09/11/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"09/11/2024";"Temperatura media  atura a 1.5m";"15.56";"1";"ºC"
"10/11/2024";"Lluvia";"9.9";"1";"L/m2"
"10/11/2024";"Humedad relativa media a 1.5m";"99";"1";"%"
"10/11/2024";"Temperatura media  atura a 1.5m";"17.50";"1";"ºC"
"11/11/2024";"Lluvia";"0.0";"1";"L/m2"
"11/11/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"11/11/2024";"Temperatura media  atura a 1.5m";"17.54";"1";"ºC"
"12/11/2024";"Lluvia";"0.0";"1";"L/m2"
"12/11/2024";"Humedad relativa media a 1.5m";"64";"1";"%"
"12/11/2024";"Temperatura media  atura a 1.5m";"15.43";"1";"ºC"
"13/11/2024";"Lluvia";"0.0";"1";"L/m2"
"13/11/2024";"Humedad relativa media a 1.5m";"58";"1";"%"
"13/11/2024";"Temperatura media  atura a 1.5m";"13.72";"1";"ºC"
"14/11/2024";"Lluvia";"0.0";"1";"L/m2"
"14/11/2024";"Humedad relativa media a 1.5m";"62";"1";"%"
"14/11/2024";"Temperatura media  atura a 1.5m";"16.77";"1";"ºC"
"15/11/2024";"Lluvia";"0.4";"1";"L/m2"
"15/11/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"15/11/2024";"Temperatura media  atura a 1.5m";"17.70";"1";"ºC"
"16/11/2024";"Lluvia";"0.0";"1";"L/m2"
"16/11/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"16/11/2024";"Temperatura media  atura a 1.5m";"18.51";"1";"ºC"
"17/11/2024";"Lluvia";"0.0";"1";"L/m2"
"17/11/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"17/11/2024";"Temperatura media  atura a 1.5m";"17.19";"1";"ºC"
"18/11/2024";"Lluvia";"0.0";"1";"L/m2"
"18/11/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"18/11/2024";"Temperatura media  atura a 1.5m";"16.06";"1";"ºC"
"19/11/2024";"Lluvia";"0.9";"1";"L/m2"
"19/11/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"19/11/2024";"Temperatura media  atura a 1.5m";"14.73";"1";"ºC"
"20/11/2024";"Lluvia";"6.6";"1";"L/m2"
"20/11/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"20/11/2024";"Temperatura media  atura a 1.5m";"15.12";"1";"ºC"
"21/11/2024";"Lluvia";"6.8";"1";"L/m2"
"21/11/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"21/11/2024";"Temperatura media  atura a 1.5m";"15.71";"1";"ºC"
"22/11/2024";"Lluvia";"0.0";"1";"L/m2"
"22/11/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"22/11/2024";"Temperatura media  atura a 1.5m";"13.28";"1";"ºC"
"23/11/2024";"Lluvia";"0.0";"1";"L/m2"
"23/11/2024";"Humedad relativa media a 1.5m";"60";"1";"%"
"23/11/2024";"Temperatura media  atura a 1.5m";"19.84";"1";"ºC"
"24/11/2024";"Lluvia";"33.3";"1";"L/m2"
"24/11/2024";"Humedad relativa media a 1.5m";"56";"1";"%"
"24/11/2024";"Temperatura media  atura a 1.5m";"21.25";"1";"ºC"
"25/11/2024";"Lluvia";"4.3";"1";"L/m2"
"25/11/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"25/11/2024";"Temperatura media  atura a 1.5m";"13.73";"1";"ºC"
"26/11/2024";"Lluvia";"0.0";"1";"L/m2"
"26/11/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"26/11/2024";"Temperatura media  atura a 1.5m";"14.37";"1";"ºC"
"27/11/2024";"Lluvia";"0.0";"1";"L/m2"
"27/11/2024";"Humedad relativa media a 1.5m";"66";"1";"%"
"27/11/2024";"Temperatura media  atura a 1.5m";"15.56";"1";"ºC"
"28/11/2024";"Lluvia";"0.0";"1";"L/m2"
"28/11/2024";"Humedad relativa media a 1.5m";"63";"1";"%"
"28/11/2024";"Temperatura media  atura a 1.5m";"16.17";"1";"ºC"
"29/11/2024";"Lluvia";"3.8";"1";"L/m2"
"29/11/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"29/11/2024";"Temperatura media  atura a 1.5m";"18.80";"1";"ºC"
"30/11/2024";"Lluvia";"1.0";"1";"L/m2"
"30/11/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"30/11/2024";"Temperatura media  atura a 1.5m";"18.88";"1";"ºC"
"01/12/2024";"Lluvia";"3.9";"1";"L/m2"
"01/12/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"01/12/2024";"Temperatura media  atura a 1.5m";"17.55";"1";"ºC"
"02/12/2024";"Lluvia";"0.0";"1";"L/m2"
"02/12/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"02/12/2024";"Temperatura media  atura a 1.5m";"14.66";"1";"ºC"
"03/12/2024";"Lluvia";"19.5";"1";"L/m2"
"03/12/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"03/12/2024";"Temperatura media  atura a 1.5m";"12.11";"1";"ºC"
"04/12/2024";"Lluvia";"0.0";"1";"L/m2"
"04/12/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"04/12/2024";"Temperatura media  atura a 1.5m";"14.04";"1";"ºC"
"05/12/2024";"Lluvia";"0.3";"1";"L/m2"
"05/12/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"05/12/2024";"Temperatura media  atura a 1.5m";"14.45";"1";"ºC"
"06/12/2024";"Lluvia";"0.8";"1";"L/m2"
"06/12/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"06/12/2024";"Temperatura media  atura a 1.5m";"16.00";"1";"ºC"
"07/12/2024";"Lluvia";"5.5";"1";"L/m2"
"07/12/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"07/12/2024";"Temperatura media  atura a 1.5m";"14.34";"1";"ºC"
"08/12/2024";"Lluvia";"0.0";"1";"L/m2"
"08/12/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"08/12/2024";"Temperatura media  atura a 1.5m";"11.57";"1";"ºC"
"09/12/2024";"Lluvia";"0.0";"1";"L/m2"
"09/12/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"09/12/2024";"Temperatura media  atura a 1.5m";"10.93";"1";"ºC"
"10/12/2024";"Lluvia";"0.0";"1";"L/m2"
"10/12/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"10/12/2024";"Temperatura media  atura a 1.5m";"10.91";"1";"ºC"
"11/12/2024";"Lluvia";"0.0";"1";"L/m2"
"11/12/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"11/12/2024";"Temperatura media  atura a 1.5m";"9.91";"1";"ºC"
"12/12/2024";"Lluvia";"0.0";"1";"L/m2"
"12/12/2024";"Humedad relativa media a 1.5m";"64";"1";"%"
"12/12/2024";"Temperatura media  atura a 1.5m";"10.90";"1";"ºC"
"13/12/2024";"Lluvia";"0.0";"1";"L/m2"
"13/12/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"13/12/2024";"Temperatura media  atura a 1.5m";"10.76";"1";"ºC"
"14/12/2024";"Lluvia";"0.0";"1";"L/m2"
"14/12/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"14/12/2024";"Temperatura media  atura a 1.5m";"10.88";"1";"ºC"
"15/12/2024";"Lluvia";"0.0";"1";"L/m2"
"15/12/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"15/12/2024";"Temperatura media  atura a 1.5m";"10.38";"1";"ºC"
"16/12/2024";"Lluvia";"0.0";"1";"L/m2"
"16/12/2024";"Humedad relativa media a 1.5m";"65";"1";"%"
"16/12/2024";"Temperatura media  atura a 1.5m";"11.99";"1";"ºC"
"17/12/2024";"Lluvia";"3.1";"1";"L/m2"
"17/12/2024";"Humedad relativa media a 1.5m";"58";"1";"%"
"17/12/2024";"Temperatura media  atura a 1.5m";"15.83";"1";"ºC"
"18/12/2024";"Lluvia";"27.3";"1";"L/m2"
"18/12/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"18/12/2024";"Temperatura media  atura a 1.5m";"16.79";"1";"ºC"
"19/12/2024";"Lluvia";"2.9";"1";"L/m2"
"19/12/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"19/12/2024";"Temperatura media  atura a 1.5m";"13.78";"1";"ºC"
"20/12/2024";"Lluvia";"0.0";"1";"L/m2"
"20/12/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"20/12/2024";"Temperatura media  atura a 1.5m";"11.02";"1";"ºC"
"21/12/2024";"Lluvia";"0.0";"1";"L/m2"
"21/12/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"21/12/2024";"Temperatura media  atura a 1.5m";"11.56";"1";"ºC"
"22/12/2024";"Lluvia";"0.0";"1";"L/m2"
"22/12/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"22/12/2024";"Temperatura media  atura a 1.5m";"13.01";"1";"ºC"
"23/12/2024";"Lluvia";"0.0";"1";"L/m2"
"23/12/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"23/12/2024";"Temperatura media  atura a 1.5m";"12.55";"1";"ºC"
"24/12/2024";"Lluvia";"0.0";"1";"L/m2"
"24/12/2024";"Humedad relativa media a 1.5m";"65";"1";"%"
"24/12/2024";"Temperatura media  atura a 1.5m";"13.15";"1";"ºC"
"25/12/2024";"Lluvia";"0.0";"1";"L/m2"
"25/12/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"25/12/2024";"Temperatura media  atura a 1.5m";"13.64";"1";"ºC"
"26/12/2024";"Lluvia";"0.0";"1";"L/m2"
"26/12/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"26/12/2024";"Temperatura media  atura a 1.5m";"11.87";"1";"ºC"
"27/12/2024";"Lluvia";"0.0";"1";"L/m2"
"27/12/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"27/12/2024";"Temperatura media  atura a 1.5m";"11.11";"1";"ºC"
"28/12/2024";"Lluvia";"0.0";"1";"L/m2"
"28/12/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"28/12/2024";"Temperatura media  atura a 1.5m";"10.76";"1";"ºC"
"29/12/2024";"Lluvia";"0.0";"1";"L/m2"
"29/12/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"29/12/2024";"Temperatura media  atura a 1.5m";"11.21";"1";"ºC"
"30/12/2024";"Lluvia";"0.0";"1";"L/m2"
"30/12/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"30/12/2024";"Temperatura media  atura a 1.5m";"9.71";"1";"ºC"
"31/12/2024";"Lluvia";"0.0";"1";"L/m2"
"31/12/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"31/12/2024";"Temperatura media  atura a 1.5m";"9.08";"1";"ºC"
"01/01/2025";"Lluvia";"0.0";"1";"L/m2"
"01/01/2025";"Humedad relativa media a 1.5m";"66";"1";"%"
"01/01/2025";"Temperatura media  atura a 1.5m";"10.13";"1";"ºC"
"02/01/2025";"Lluvia";"0.0";"1";"L/m2"
"02/01/2025";"Humedad relativa media a 1.5m";"66";"1";"%"
"02/01/2025";"Temperatura media  atura a 1.5m";"13.07";"1";"ºC"
"03/01/2025";"Lluvia";"0.0";"1";"L/m2"
"03/01/2025";"Humedad relativa media a 1.5m";"76";"1";"%"
"03/01/2025";"Temperatura media  atura a 1.5m";"15.03";"1";"ºC"
"04/01/2025";"Lluvia";"1.0";"1";"L/m2"
"04/01/2025";"Humedad relativa media a 1.5m";"74";"1";"%"
"04/01/2025";"Temperatura media  atura a 1.5m";"15.59";"1";"ºC"
"05/01/2025";"Lluvia";"31.5";"1";"L/m2"
"05/01/2025";"Humedad relativa media a 1.5m";"83";"1";"%"
"05/01/2025";"Temperatura media  atura a 1.5m";"15.44";"1";"ºC"
"06/01/2025";"Lluvia";"8.4";"1";"L/m2"
"06/01/2025";"Humedad relativa media a 1.5m";"78";"1";"%"
"06/01/2025";"Temperatura media  atura a 1.5m";"11.75";"1";"ºC"
"07/01/2025";"Lluvia";"6.7";"1";"L/m2"
"07/01/2025";"Humedad relativa media a 1.5m";"82";"1";"%"
"07/01/2025";"Temperatura media  atura a 1.5m";"14.45";"1";"ºC"
"08/01/2025";"Lluvia";"61.1";"1";"L/m2"
"08/01/2025";"Humedad relativa media a 1.5m";"83";"1";"%"
"08/01/2025";"Temperatura media  atura a 1.5m";"15.90";"1";"ºC"
"09/01/2025";"Lluvia";"14.1";"1";"L/m2"
"09/01/2025";"Humedad relativa media a 1.5m";"91";"1";"%"
"09/01/2025";"Temperatura media  atura a 1.5m";"15.74";"1";"ºC"
"10/01/2025";"Lluvia";"9.0";"1";"L/m2"
"10/01/2025";"Humedad relativa media a 1.5m";"91";"1";"%"
"10/01/2025";"Temperatura media  atura a 1.5m";"16.11";"1";"ºC"
"11/01/2025";"Lluvia";"4.1";"1";"L/m2"
"11/01/2025";"Humedad relativa media a 1.5m";"99";"1";"%"
"11/01/2025";"Temperatura media  atura a 1.5m";"14.97";"1";"ºC"
"12/01/2025";"Lluvia";"0.0";"1";"L/m2"
"12/01/2025";"Humedad relativa media a 1.5m";"90";"1";"%"
"12/01/2025";"Temperatura media  atura a 1.5m";"13.09";"1";"ºC"
"13/01/2025";"Lluvia";"0.0";"1";"L/m2"
"13/01/2025";"Humedad relativa media a 1.5m";"75";"1";"%"
"13/01/2025";"Temperatura media  atura a 1.5m";"11.04";"1";"ºC"
"14/01/2025";"Lluvia";"0.0";"1";"L/m2"
"14/01/2025";"Humedad relativa media a 1.5m";"72";"1";"%"
"14/01/2025";"Temperatura media  atura a 1.5m";"10.23";"1";"ºC"
"15/01/2025";"Lluvia";"0.0";"1";"L/m2"
"15/01/2025";"Humedad relativa media a 1.5m";"76";"1";"%"
"15/01/2025";"Temperatura media  atura a 1.5m";"8.76";"1";"ºC"
"16/01/2025";"Lluvia";"0.0";"1";"L/m2"
"16/01/2025";"Humedad relativa media a 1.5m";"74";"1";"%"
"16/01/2025";"Temperatura media  atura a 1.5m";"9.34";"1";"ºC"
"17/01/2025";"Lluvia";"0.0";"1";"L/m2"
"17/01/2025";"Humedad relativa media a 1.5m";"62";"1";"%"
"17/01/2025";"Temperatura media  atura a 1.5m";"11.38";"1";"ºC"
"18/01/2025";"Lluvia";"0.0";"1";"L/m2"
"18/01/2025";"Humedad relativa media a 1.5m";"63";"1";"%"
"18/01/2025";"Temperatura media  atura a 1.5m";"10.56";"1";"ºC"
"19/01/2025";"Lluvia";"8.0";"1";"L/m2"
"19/01/2025";"Humedad relativa media a 1.5m";"76";"1";"%"
"19/01/2025";"Temperatura media  atura a 1.5m";"11.08";"1";"ºC"
"20/01/2025";"Lluvia";"7.2";"1";"L/m2"
"20/01/2025";"Humedad relativa media a 1.5m";"85";"1";"%"
"20/01/2025";"Temperatura media  atura a 1.5m";"13.71";"1";"ºC"
"21/01/2025";"Lluvia";"4.8";"1";"L/m2"
"21/01/2025";"Humedad relativa media a 1.5m";"79";"1";"%"
"21/01/2025";"Temperatura media  atura a 1.5m";"16.08";"1";"ºC"
"22/01/2025";"Lluvia";"29.0";"1";"L/m2"
"22/01/2025";"Humedad relativa media a 1.5m";"90";"1";"%"
"22/01/2025";"Temperatura media  atura a 1.5m";"13.50";"1";"ºC"
"23/01/2025";"Lluvia";"0.0";"1";"L/m2"
"23/01/2025";"Humedad relativa media a 1.5m";"72";"1";"%"
"23/01/2025";"Temperatura media  atura a 1.5m";"12.22";"1";"ºC"
"24/01/2025";"Lluvia";"19.8";"1";"L/m2"
"24/01/2025";"Humedad relativa media a 1.5m";"79";"1";"%"
"24/01/2025";"Temperatura media  atura a 1.5m";"13.73";"1";"ºC"
"25/01/2025";"Lluvia";"4.3";"1";"L/m2"
"25/01/2025";"Humedad relativa media a 1.5m";"76";"1";"%"
"25/01/2025";"Temperatura media  atura a 1.5m";"13.43";"1";"ºC"
"26/01/2025";"Lluvia";"31.2";"1";"L/m2"
"26/01/2025";"Humedad relativa media a 1.5m";"85";"1";"%"
"26/01/2025";"Temperatura media  atura a 1.5m";"15.36";"1";"ºC"
"27/01/2025";"Lluvia";"9.2";"1";"L/m2"
"27/01/2025";"Humedad relativa media a 1.5m";"73";"1";"%"
"27/01/2025";"Temperatura media  atura a 1.5m";"12.94";"1";"ºC"
"28/01/2025";"Lluvia";"24.1";"1";"L/m2"
"28/01/2025";"Humedad relativa media a 1.5m";"71";"1";"%"
"28/01/2025";"Temperatura media  atura a 1.5m";"12.32";"1";"ºC"
"29/01/2025";"Lluvia";"24.1";"1";"L/m2"
"29/01/2025";"Humedad relativa media a 1.5m";"77";"1";"%"
"29/01/2025";"Temperatura media  atura a 1.5m";"12.17";"1";"ºC"
"30/01/2025";"Lluvia";"0.0";"1";"L/m2"
"30/01/2025";"Humedad relativa media a 1.5m";"65";"1";"%"
"30/01/2025";"Temperatura media  atura a 1.5m";"11.38";"1";"ºC"
"31/01/2025";"Lluvia";"0.0";"1";"L/m2"
"31/01/2025";"Humedad relativa media a 1.5m";"76";"1";"%"
"31/01/2025";"Temperatura media  atura a 1.5m";"10.56";"1";"ºC"
"01/02/2025";"Lluvia";"0.4";"1";"L/m2"
"01/02/2025";"Humedad relativa media a 1.5m";"93";"1";"%"
"01/02/2025";"Temperatura media  atura a 1.5m";"12.14";"1";"ºC"
"02/02/2025";"Lluvia";"2.3";"1";"L/m2"
"02/02/2025";"Humedad relativa media a 1.5m";"74";"1";"%"
"02/02/2025";"Temperatura media  atura a 1.5m";"12.11";"1";"ºC"
"03/02/2025";"Lluvia";"0.0";"1";"L/m2"
"03/02/2025";"Humedad relativa media a 1.5m";"75";"1";"%"
"03/02/2025";"Temperatura media  atura a 1.5m";"10.44";"1";"ºC"
"04/02/2025";"Lluvia";"0.0";"1";"L/m2"
"04/02/2025";"Humedad relativa media a 1.5m";"77";"1";"%"
"04/02/2025";"Temperatura media  atura a 1.5m";"10.83";"1";"ºC"
"05/02/2025";"Lluvia";"0.0";"1";"L/m2"
"05/02/2025";"Humedad relativa media a 1.5m";"73";"1";"%"
"05/02/2025";"Temperatura media  atura a 1.5m";"11.46";"1";"ºC"
"06/02/2025";"Lluvia";"0.3";"1";"L/m2"
"06/02/2025";"Humedad relativa media a 1.5m";"69";"1";"%"
"06/02/2025";"Temperatura media  atura a 1.5m";"11.69";"1";"ºC"
"07/02/2025";"Lluvia";"14.9";"1";"L/m2"
"07/02/2025";"Humedad relativa media a 1.5m";"83";"1";"%"
"07/02/2025";"Temperatura media  atura a 1.5m";"12.20";"1";"ºC"
"08/02/2025";"Lluvia";"0.0";"1";"L/m2"
"08/02/2025";"Humedad relativa media a 1.5m";"80";"1";"%"
"08/02/2025";"Temperatura media  atura a 1.5m";"9.09";"1";"ºC"
"09/02/2025";"Lluvia";"2.1";"1";"L/m2"
"09/02/2025";"Humedad relativa media a 1.5m";"92";"1";"%"
"09/02/2025";"Temperatura media  atura a 1.5m";"13.85";"1";"ºC"
"10/02/2025";"Lluvia";"0.0";"1";"L/m2"
"10/02/2025";"Humedad relativa media a 1.5m";"80";"1";"%"
"10/02/2025";"Temperatura media  atura a 1.5m";"15.13";"1";"ºC"
"11/02/2025";"Lluvia";"16.5";"1";"L/m2"
"11/02/2025";"Humedad relativa media a 1.5m";"84";"1";"%"
"11/02/2025";"Temperatura media  atura a 1.5m";"12.71";"1";"ºC"
"12/02/2025";"Lluvia";"4.1";"1";"L/m2"
"12/02/2025";"Humedad relativa media a 1.5m";"87";"1";"%"
"12/02/2025";"Temperatura media  atura a 1.5m";"12.43";"1";"ºC"
"13/02/2025";"Lluvia";"2.6";"1";"L/m2"
"13/02/2025";"Humedad relativa media a 1.5m";"83";"1";"%"
"13/02/2025";"Temperatura media  atura a 1.5m";"14.57";"1";"ºC"
"14/02/2025";"Lluvia";"0.0";"1";"L/m2"
"14/02/2025";"Humedad relativa media a 1.5m";"70";"1";"%"
"14/02/2025";"Temperatura media  atura a 1.5m";"15.02";"1";"ºC"
"15/02/2025";"Lluvia";"0.0";"1";"L/m2"
"15/02/2025";"Humedad relativa media a 1.5m";"65";"1";"%"
"15/02/2025";"Temperatura media  atura a 1.5m";"15.72";"1";"ºC"
"16/02/2025";"Lluvia";"5.2";"1";"L/m2"
"16/02/2025";"Humedad relativa media a 1.5m";"84";"1";"%"
"16/02/2025";"Temperatura media  atura a 1.5m";"13.31";"1";"ºC"
"17/02/2025";"Lluvia";"0.0";"1";"L/m2"
"17/02/2025";"Humedad relativa media a 1.5m";"80";"1";"%"
"17/02/2025";"Temperatura media  atura a 1.5m";"12.04";"1";"ºC"
"18/02/2025";"Lluvia";"0.0";"1";"L/m2"
"18/02/2025";"Humedad relativa media a 1.5m";"71";"1";"%"
"18/02/2025";"Temperatura media  atura a 1.5m";"14.94";"1";"ºC"
"19/02/2025";"Lluvia";"2.0";"1";"L/m2"
"19/02/2025";"Humedad relativa media a 1.5m";"93";"1";"%"
"19/02/2025";"Temperatura media  atura a 1.5m";"14.30";"1";"ºC"
"20/02/2025";"Lluvia";"0.0";"1";"L/m2"
"20/02/2025";"Humedad relativa media a 1.5m";"74";"1";"%"
"20/02/2025";"Temperatura media  atura a 1.5m";"15.73";"1";"ºC"
"21/02/2025";"Lluvia";"14.9";"1";"L/m2"
"21/02/2025";"Humedad relativa media a 1.5m";"81";"1";"%"
"21/02/2025";"Temperatura media  atura a 1.5m";"14.61";"1";"ºC"
"22/02/2025";"Lluvia";"3.5";"1";"L/m2"
"22/02/2025";"Humedad relativa media a 1.5m";"80";"1";"%"
"22/02/2025";"Temperatura media  atura a 1.5m";"12.58";"1";"ºC"
"23/02/2025";"Lluvia";"0.0";"1";"L/m2"
"23/02/2025";"Humedad relativa media a 1.5m";"72";"1";"%"
"23/02/2025";"Temperatura media  atura a 1.5m";"12.97";"1";"ºC"
"24/02/2025";"Lluvia";"11.5";"1";"L/m2"
"24/02/2025";"Humedad relativa media a 1.5m";"86";"1";"%"
"24/02/2025";"Temperatura media  atura a 1.5m";"14.59";"1";"ºC"
"25/02/2025";"Lluvia";"0.0";"1";"L/m2"
"25/02/2025";"Humedad relativa media a 1.5m";"76";"1";"%"
"25/02/2025";"Temperatura media  atura a 1.5m";"13.16";"1";"ºC"
"26/02/2025";"Lluvia";"0.0";"1";"L/m2"
"26/02/2025";"Humedad relativa media a 1.5m";"73";"1";"%"
"26/02/2025";"Temperatura media  atura a 1.5m";"10.90";"1";"ºC"
"27/02/2025";"Lluvia";"0.9";"1";"L/m2"
"27/02/2025";"Humedad relativa media a 1.5m";"71";"1";"%"
"27/02/2025";"Temperatura media  atura a 1.5m";"11.78";"1";"ºC"
"28/02/2025";"Lluvia";"0.0";"1";"L/m2"
"28/02/2025";"Humedad relativa media a 1.5m";"63";"1";"%"
"28/02/2025";"Temperatura media  atura a 1.5m";"14.81";"1";"ºC"
"01/03/2025";"Lluvia";"0.0";"1";"L/m2"
"01/03/2025";"Humedad relativa media a 1.5m";"57";"1";"%"
"01/03/2025";"Temperatura media  atura a 1.5m";"12.82";"1";"ºC"
"02/03/2025";"Lluvia";"0.0";"1";"L/m2"
"02/03/2025";"Humedad relativa media a 1.5m";"50";"1";"%"
"02/03/2025";"Temperatura media  atura a 1.5m";"11.64";"1";"ºC"
"03/03/2025";"Lluvia";"0.0";"1";"L/m2"
"03/03/2025";"Humedad relativa media a 1.5m";"58";"1";"%"
"03/03/2025";"Temperatura media  atura a 1.5m";"14.09";"1";"ºC"
"04/03/2025";"Lluvia";"0.0";"1";"L/m2"
"04/03/2025";"Humedad relativa media a 1.5m";"59";"1";"%"
"04/03/2025";"Temperatura media  atura a 1.5m";"16.61";"1";"ºC"
"05/03/2025";"Lluvia";"4.9";"1";"L/m2"
"05/03/2025";"Humedad relativa media a 1.5m";"80";"1";"%"
"05/03/2025";"Temperatura media  atura a 1.5m";"13.93";"1";"ºC"
"06/03/2025";"Lluvia";"13.2";"1";"L/m2"
"06/03/2025";"Humedad relativa media a 1.5m";"95";"1";"%"
"06/03/2025";"Temperatura media  atura a 1.5m";"13.11";"1";"ºC"
"07/03/2025";"Lluvia";"10.8";"1";"L/m2"
"07/03/2025";"Humedad relativa media a 1.5m";"71";"1";"%"
"07/03/2025";"Temperatura media  atura a 1.5m";"14.45";"1";"ºC"
"08/03/2025";"Lluvia";"19.2";"1";"L/m2"
"08/03/2025";"Humedad relativa media a 1.5m";"76";"1";"%"
"08/03/2025";"Temperatura media  atura a 1.5m";"11.21";"1";"ºC"
"09/03/2025";"Lluvia";"3.8";"1";"L/m2"
"09/03/2025";"Humedad relativa media a 1.5m";"71";"1";"%"
"09/03/2025";"Temperatura media  atura a 1.5m";"11.95";"1";"ºC"
"10/03/2025";"Lluvia";"4.6";"1";"L/m2"
"10/03/2025";"Humedad relativa media a 1.5m";"73";"1";"%"
"10/03/2025";"Temperatura media  atura a 1.5m";"11.67";"1";"ºC"
"11/03/2025";"Lluvia";"0.0";"1";"L/m2"
"11/03/2025";"Humedad relativa media a 1.5m";"69";"1";"%"
"11/03/2025";"Temperatura media  atura a 1.5m";"13.54";"1";"ºC"
"12/03/2025";"Lluvia";"0.0";"1";"L/m2"
"12/03/2025";"Humedad relativa media a 1.5m";"78";"1";"%"
"12/03/2025";"Temperatura media  atura a 1.5m";"11.58";"1";"ºC"
"13/03/2025";"Lluvia";"0.0";"1";"L/m2"
"13/03/2025";"Humedad relativa media a 1.5m";"60";"1";"%"
"13/03/2025";"Temperatura media  atura a 1.5m";"12.21";"1";"ºC"
"14/03/2025";"Lluvia";"0.0";"1";"L/m2"
"14/03/2025";"Humedad relativa media a 1.5m";"55";"1";"%"
"14/03/2025";"Temperatura media  atura a 1.5m";"10.89";"1";"ºC"
"15/03/2025";"Lluvia";"0.0";"1";"L/m2"
"15/03/2025";"Humedad relativa media a 1.5m";"64";"1";"%"
"15/03/2025";"Temperatura media  atura a 1.5m";"10.64";"1";"ºC"
"16/03/2025";"Lluvia";"0.0";"1";"L/m2"
"16/03/2025";"Humedad relativa media a 1.5m";"53";"1";"%"
"16/03/2025";"Temperatura media  atura a 1.5m";"10.78";"1";"ºC"
"17/03/2025";"Lluvia";"0.6";"1";"L/m2"
"17/03/2025";"Humedad relativa media a 1.5m";"63";"1";"%"
"17/03/2025";"Temperatura media  atura a 1.5m";"13.13";"1";"ºC"
"18/03/2025";"Lluvia";"0.0";"1";"L/m2"
"18/03/2025";"Humedad relativa media a 1.5m";"70";"1";"%"
"18/03/2025";"Temperatura media  atura a 1.5m";"14.37";"1";"ºC"
"19/03/2025";"Lluvia";"0.0";"1";"L/m2"
"19/03/2025";"Humedad relativa media a 1.5m";"56";"1";"%"
"19/03/2025";"Temperatura media  atura a 1.5m";"17.27";"1";"ºC"
"20/03/2025";"Lluvia";"10.8";"1";"L/m2"
"20/03/2025";"Humedad relativa media a 1.5m";"62";"1";"%"
"20/03/2025";"Temperatura media  atura a 1.5m";"15.66";"1";"ºC"
"21/03/2025";"Lluvia";"33.9";"1";"L/m2"
"21/03/2025";"Humedad relativa media a 1.5m";"88";"1";"%"
"21/03/2025";"Temperatura media  atura a 1.5m";"12.42";"1";"ºC"
"22/03/2025";"Lluvia";"34.3";"1";"L/m2"
