Período de consulta de 01/01/2023 a 31/03/2025
"";"";"Pontevedra-Campolongo";"";""
"07/11/2024";"Lluvia";"0.0";"1";"L/m2"
"07/11/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"07/11/2024";"Temperatura media  atura a 1.5m";"17.05";"1";"ºC"
"08/11/2024";"Lluvia";"7.7";"1";"L/m2"
"08/11/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"08/11/2024";"Temperatura media  atura a 1.5m";"15.83";"1";"ºC"
"09/11/2024";"Lluvia";"4.4";"1";"L/m2"
"09/11/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"09/11/2024";"Temperatura media  atura a 1.5m";"14.48";"1";"ºC"
"10/11/2024";"Lluvia";"10.1";"1";"L/m2"
"10/11/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"10/11/2024";"Temperatura media  atura a 1.5m";"17.22";"1";"ºC"
"11/11/2024";"Lluvia";"0.0";"1";"L/m2"
"11/11/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"11/11/2024";"Temperatura media  atura a 1.5m";"16.52";"1";"ºC"
"12/11/2024";"Lluvia";"0.0";"1";"L/m2"
"12/11/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"12/11/2024";"Temperatura media  atura a 1.5m";"13.57";"1";"ºC"
"13/11/2024";"Lluvia";"0.0";"1";"L/m2"
"13/11/2024";"Humedad relativa media a 1.5m";"56";"1";"%"
"13/11/2024";"Temperatura media  atura a 1.5m";"12.78";"1";"ºC"
"14/11/2024";"Lluvia";"0.0";"1";"L/m2"
"14/11/2024";"Humedad relativa media a 1.5m";"66";"1";"%"
"14/11/2024";"Temperatura media  atura a 1.5m";"14.76";"1";"ºC"
"15/11/2024";"Lluvia";"1.5";"1";"L/m2"
"15/11/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"15/11/2024";"Temperatura media  atura a 1.5m";"16.10";"1";"ºC"
"16/11/2024";"Lluvia";"0.0";"1";"L/m2"
"16/11/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"16/11/2024";"Temperatura media  atura a 1.5m";"16.58";"1";"ºC"
"17/11/2024";"Lluvia";"0.0";"1";"L/m2"
"17/11/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"17/11/2024";"Temperatura media  atura a 1.5m";"14.65";"1";"ºC"
"18/11/2024";"Lluvia";"0.0";"1";"L/m2"
"18/11/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"18/11/2024";"Temperatura media  atura a 1.5m";"14.27";"1";"ºC"
"19/11/2024";"Lluvia";"1.2";"1";"L/m2"
"19/11/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"19/11/2024";"Temperatura media  atura a 1.5m";"13.56";"1";"ºC"
"20/11/2024";"Lluvia";"7.6";"1";"L/m2"
"20/11/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"20/11/2024";"Temperatura media  atura a 1.5m";"14.51";"1";"ºC"
"21/11/2024";"Lluvia";"19.4";"1";"L/m2"
"21/11/2024";"Humedad relativa media a 1.5m";"99";"1";"%"
"21/11/2024";"Temperatura media  atura a 1.5m";"15.18";"1";"ºC"
"22/11/2024";"Lluvia";"0.0";"1";"L/m2"
"22/11/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"22/11/2024";"Temperatura media  atura a 1.5m";"11.71";"1";"ºC"
"23/11/2024";"Lluvia";"0.0";"1";"L/m2"
"23/11/2024";"Humedad relativa media a 1.5m";"65";"1";"%"
"23/11/2024";"Temperatura media  atura a 1.5m";"18.59";"1";"ºC"
"24/11/2024";"Lluvia";"35.1";"1";"L/m2"
"24/11/2024";"Humedad relativa media a 1.5m";"54";"1";"%"
"24/11/2024";"Temperatura media  atura a 1.5m";"20.58";"1";"ºC"
"25/11/2024";"Lluvia";"8.4";"1";"L/m2"
"25/11/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"25/11/2024";"Temperatura media  atura a 1.5m";"12.20";"1";"ºC"
"26/11/2024";"Lluvia";"0.4";"1";"L/m2"
"26/11/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"26/11/2024";"Temperatura media  atura a 1.5m";"13.12";"1";"ºC"
"27/11/2024";"Lluvia";"0.0";"1";"L/m2"
"27/11/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"27/11/2024";"Temperatura media  atura a 1.5m";"13.79";"1";"ºC"
"28/11/2024";"Lluvia";"0.0";"1";"L/m2"
"28/11/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"28/11/2024";"Temperatura media  atura a 1.5m";"12.52";"1";"ºC"
"29/11/2024";"Lluvia";"0.3";"1";"L/m2"
"29/11/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"29/11/2024";"Temperatura media  atura a 1.5m";"17.38";"1";"ºC"
"30/11/2024";"Lluvia";"0.8";"1";"L/m2"
"30/11/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"30/11/2024";"Temperatura media  atura a 1.5m";"17.62";"1";"ºC"
"01/12/2024";"Lluvia";"4.3";"1";"L/m2"
"01/12/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"01/12/2024";"Temperatura media  atura a 1.5m";"16.84";"1";"ºC"
"02/12/2024";"Lluvia";"0.0";"1";"L/m2"
"02/12/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"02/12/2024";"Temperatura media  atura a 1.5m";"13.31";"1";"ºC"
"03/12/2024";"Lluvia";"11.7";"1";"L/m2"
"03/12/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"03/12/2024";"Temperatura media  atura a 1.5m";"10.12";"1";"ºC"
"04/12/2024";"Lluvia";"0.0";"1";"L/m2"
"04/12/2024";"Humedad relativa media a 1.5m";"99";"1";"%"
"04/12/2024";"Temperatura media  atura a 1.5m";"12.36";"1";"ºC"
"05/12/2024";"Lluvia";"1.3";"1";"L/m2"
"05/12/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"05/12/2024";"Temperatura media  atura a 1.5m";"13.57";"1";"ºC"
"06/12/2024";"Lluvia";"0.0";"1";"L/m2"
"06/12/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"06/12/2024";"Temperatura media  atura a 1.5m";"15.67";"1";"ºC"
"07/12/2024";"Lluvia";"8.4";"1";"L/m2"
"07/12/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"07/12/2024";"Temperatura media  atura a 1.5m";"13.60";"1";"ºC"
"08/12/2024";"Lluvia";"0.0";"1";"L/m2"
"08/12/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"08/12/2024";"Temperatura media  atura a 1.5m";"9.62";"1";"ºC"
"09/12/2024";"Lluvia";"0.0";"1";"L/m2"
"09/12/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"09/12/2024";"Temperatura media  atura a 1.5m";"8.56";"1";"ºC"
"10/12/2024";"Lluvia";"0.0";"1";"L/m2"
"10/12/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"10/12/2024";"Temperatura media  atura a 1.5m";"7.64";"1";"ºC"
"11/12/2024";"Lluvia";"0.0";"1";"L/m2"
"11/12/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"11/12/2024";"Temperatura media  atura a 1.5m";"6.71";"1";"ºC"
"12/12/2024";"Lluvia";"0.0";"1";"L/m2"
"12/12/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"12/12/2024";"Temperatura media  atura a 1.5m";"8.27";"1";"ºC"
"13/12/2024";"Lluvia";"0.0";"1";"L/m2"
"13/12/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"13/12/2024";"Temperatura media  atura a 1.5m";"7.04";"1";"ºC"
"14/12/2024";"Lluvia";"0.0";"1";"L/m2"
"14/12/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"14/12/2024";"Temperatura media  atura a 1.5m";"6.99";"1";"ºC"
"15/12/2024";"Lluvia";"0.0";"1";"L/m2"
"15/12/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"15/12/2024";"Temperatura media  atura a 1.5m";"5.38";"1";"ºC"
"16/12/2024";"Lluvia";"0.0";"1";"L/m2"
"16/12/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"16/12/2024";"Temperatura media  atura a 1.5m";"7.82";"1";"ºC"
"17/12/2024";"Lluvia";"1.6";"1";"L/m2"
"17/12/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"17/12/2024";"Temperatura media  atura a 1.5m";"13.34";"1";"ºC"
"18/12/2024";"Lluvia";"38.4";"1";"L/m2"
"18/12/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"18/12/2024";"Temperatura media  atura a 1.5m";"15.95";"1";"ºC"
"19/12/2024";"Lluvia";"1.1";"1";"L/m2"
"19/12/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"19/12/2024";"Temperatura media  atura a 1.5m";"12.68";"1";"ºC"
"20/12/2024";"Lluvia";"0.0";"1";"L/m2"
"20/12/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"20/12/2024";"Temperatura media  atura a 1.5m";"8.19";"1";"ºC"
"21/12/2024";"Lluvia";"0.0";"1";"L/m2"
"21/12/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"21/12/2024";"Temperatura media  atura a 1.5m";"9.92";"1";"ºC"
"22/12/2024";"Lluvia";"0.0";"1";"L/m2"
"22/12/2024";"Humedad relativa media a 1.5m";"99";"1";"%"
"22/12/2024";"Temperatura media  atura a 1.5m";"12.14";"1";"ºC"
"23/12/2024";"Lluvia";"0.0";"1";"L/m2"
"23/12/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"23/12/2024";"Temperatura media  atura a 1.5m";"11.33";"1";"ºC"
"24/12/2024";"Lluvia";"0.0";"1";"L/m2"
"24/12/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"24/12/2024";"Temperatura media  atura a 1.5m";"10.48";"1";"ºC"
"25/12/2024";"Lluvia";"0.0";"1";"L/m2"
"25/12/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"25/12/2024";"Temperatura media  atura a 1.5m";"10.33";"1";"ºC"
"26/12/2024";"Lluvia";"0.0";"1";"L/m2"
"26/12/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"26/12/2024";"Temperatura media  atura a 1.5m";"9.08";"1";"ºC"
"27/12/2024";"Lluvia";"0.0";"1";"L/m2"
"27/12/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"27/12/2024";"Temperatura media  atura a 1.5m";"8.02";"1";"ºC"
"28/12/2024";"Lluvia";"0.0";"1";"L/m2"
"28/12/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"28/12/2024";"Temperatura media  atura a 1.5m";"8.61";"1";"ºC"
"29/12/2024";"Lluvia";"0.0";"1";"L/m2"
"29/12/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"29/12/2024";"Temperatura media  atura a 1.5m";"9.36";"1";"ºC"
"30/12/2024";"Lluvia";"0.0";"1";"L/m2"
"30/12/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"30/12/2024";"Temperatura media  atura a 1.5m";"6.87";"1";"ºC"
"31/12/2024";"Lluvia";"0.0";"1";"L/m2"
"31/12/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"31/12/2024";"Temperatura media  atura a 1.5m";"6.90";"1";"ºC"
"01/01/2025";"Lluvia";"0.0";"1";"L/m2"
"01/01/2025";"Humedad relativa media a 1.5m";"78";"1";"%"
"01/01/2025";"Temperatura media  atura a 1.5m";"6.79";"1";"ºC"
"02/01/2025";"Lluvia";"0.0";"1";"L/m2"
"02/01/2025";"Humedad relativa media a 1.5m";"62";"1";"%"
"02/01/2025";"Temperatura media  atura a 1.5m";"12.06";"1";"ºC"
"03/01/2025";"Lluvia";"7.4";"1";"L/m2"
"03/01/2025";"Humedad relativa media a 1.5m";"86";"1";"%"
"03/01/2025";"Temperatura media  atura a 1.5m";"13.28";"1";"ºC"
"04/01/2025";"Lluvia";"5.9";"1";"L/m2"
"04/01/2025";"Humedad relativa media a 1.5m";"75";"1";"%"
"04/01/2025";"Temperatura media  atura a 1.5m";"14.67";"1";"ºC"
"05/01/2025";"Lluvia";"33.6";"1";"L/m2"
"05/01/2025";"Humedad relativa media a 1.5m";"90";"1";"%"
"05/01/2025";"Temperatura media  atura a 1.5m";"14.70";"1";"ºC"
"06/01/2025";"Lluvia";"5.5";"1";"L/m2"
"06/01/2025";"Humedad relativa media a 1.5m";"89";"1";"%"
"06/01/2025";"Temperatura media  atura a 1.5m";"10.13";"1";"ºC"
"07/01/2025";"Lluvia";"11.7";"1";"L/m2"
"07/01/2025";"Humedad relativa media a 1.5m";"91";"1";"%"
"07/01/2025";"Temperatura media  atura a 1.5m";"13.21";"1";"ºC"
"08/01/2025";"Lluvia";"28.5";"1";"L/m2"
"08/01/2025";"Humedad relativa media a 1.5m";"81";"1";"%"
"08/01/2025";"Temperatura media  atura a 1.5m";"15.60";"1";"ºC"
"09/01/2025";"Lluvia";"12.0";"1";"L/m2"
"09/01/2025";"Humedad relativa media a 1.5m";"93";"1";"%"
"09/01/2025";"Temperatura media  atura a 1.5m";"15.46";"1";"ºC"
"10/01/2025";"Lluvia";"13.8";"1";"L/m2"
"10/01/2025";"Humedad relativa media a 1.5m";"97";"1";"%"
"10/01/2025";"Temperatura media  atura a 1.5m";"15.61";"1";"ºC"
"11/01/2025";"Lluvia";"11.6";"1";"L/m2"
"11/01/2025";"Humedad relativa media a 1.5m";"99";"1";"%"
"11/01/2025";"Temperatura media  atura a 1.5m";"15.40";"1";"ºC"
"12/01/2025";"Lluvia";"0.0";"1";"L/m2"
"12/01/2025";"Humedad relativa media a 1.5m";"90";"1";"%"
"12/01/2025";"Temperatura media  atura a 1.5m";"12.30";"1";"ºC"
"13/01/2025";"Lluvia";"0.0";"1";"L/m2"
"13/01/2025";"Humedad relativa media a 1.5m";"89";"1";"%"
"13/01/2025";"Temperatura media  atura a 1.5m";"7.84";"1";"ºC"
"14/01/2025";"Lluvia";"0.0";"1";"L/m2"
"14/01/2025";"Humedad relativa media a 1.5m";"81";"1";"%"
"14/01/2025";"Temperatura media  atura a 1.5m";"7.47";"1";"ºC"
"15/01/2025";"Lluvia";"0.0";"1";"L/m2"
"15/01/2025";"Humedad relativa media a 1.5m";"79";"1";"%"
"15/01/2025";"Temperatura media  atura a 1.5m";"5.65";"1";"ºC"
"16/01/2025";"Lluvia";"0.0";"1";"L/m2"
"16/01/2025";"Humedad relativa media a 1.5m";"82";"1";"%"
"16/01/2025";"Temperatura media  atura a 1.5m";"6.50";"1";"ºC"
"17/01/2025";"Lluvia";"0.0";"1";"L/m2"
"17/01/2025";"Humedad relativa media a 1.5m";"77";"1";"%"
"17/01/2025";"Temperatura media  atura a 1.5m";"7.58";"1";"ºC"
"18/01/2025";"Lluvia";"0.0";"1";"L/m2"
"18/01/2025";"Humedad relativa media a 1.5m";"78";"1";"%"
"18/01/2025";"Temperatura media  atura a 1.5m";"6.53";"1";"ºC"
"19/01/2025";"Lluvia";"10.5";"1";"L/m2"
"19/01/2025";"Humedad relativa media a 1.5m";"96";"1";"%"
"19/01/2025";"Temperatura media  atura a 1.5m";"8.20";"1";"ºC"
"20/01/2025";"Lluvia";"7.2";"1";"L/m2"
"20/01/2025";"Humedad relativa media a 1.5m";"95";"1";"%"
"20/01/2025";"Temperatura media  atura a 1.5m";"12.71";"1";"ºC"
"21/01/2025";"Lluvia";"7.2";"1";"L/m2"
"21/01/2025";"Humedad relativa media a 1.5m";"87";"1";"%"
"21/01/2025";"Temperatura media  atura a 1.5m";"15.21";"1";"ºC"
"22/01/2025";"Lluvia";"27.8";"1";"L/m2"
"22/01/2025";"Humedad relativa media a 1.5m";"99";"1";"%"
"22/01/2025";"Temperatura media  atura a 1.5m";"13.05";"1";"ºC"
"23/01/2025";"Lluvia";"0.0";"1";"L/m2"
"23/01/2025";"Humedad relativa media a 1.5m";"78";"1";"%"
"23/01/2025";"Temperatura media  atura a 1.5m";"11.35";"1";"ºC"
"24/01/2025";"Lluvia";"18.4";"1";"L/m2"
"24/01/2025";"Humedad relativa media a 1.5m";"82";"1";"%"
"24/01/2025";"Temperatura media  atura a 1.5m";"12.78";"1";"ºC"
"25/01/2025";"Lluvia";"6.9";"1";"L/m2"
"25/01/2025";"Humedad relativa media a 1.5m";"82";"1";"%"
"25/01/2025";"Temperatura media  atura a 1.5m";"12.67";"1";"ºC"
"26/01/2025";"Lluvia";"54.0";"1";"L/m2"
"26/01/2025";"Humedad relativa media a 1.5m";"92";"1";"%"
"26/01/2025";"Temperatura media  atura a 1.5m";"14.64";"1";"ºC"
"27/01/2025";"Lluvia";"12.9";"1";"L/m2"
"27/01/2025";"Humedad relativa media a 1.5m";"71";"1";"%"
"27/01/2025";"Temperatura media  atura a 1.5m";"12.06";"1";"ºC"
"28/01/2025";"Lluvia";"7.5";"1";"L/m2"
"28/01/2025";"Humedad relativa media a 1.5m";"69";"1";"%"
"28/01/2025";"Temperatura media  atura a 1.5m";"11.60";"1";"ºC"
"29/01/2025";"Lluvia";"30.6";"1";"L/m2"
"29/01/2025";"Humedad relativa media a 1.5m";"84";"1";"%"
"29/01/2025";"Temperatura media  atura a 1.5m";"11.05";"1";"ºC"
"30/01/2025";"Lluvia";"0.0";"1";"L/m2"
"30/01/2025";"Humedad relativa media a 1.5m";"76";"1";"%"
"30/01/2025";"Temperatura media  atura a 1.5m";"9.48";"1";"ºC"
"31/01/2025";"Lluvia";"0.0";"1";"L/m2"
"31/01/2025";"Humedad relativa media a 1.5m";"81";"1";"%"
"31/01/2025";"Temperatura media  atura a 1.5m";"9.54";"1";"ºC"
"01/02/2025";"Lluvia";"0.3";"1";"L/m2"
"01/02/2025";"Humedad relativa media a 1.5m";"94";"1";"%"
"01/02/2025";"Temperatura media  atura a 1.5m";"12.07";"1";"ºC"
"02/02/2025";"Lluvia";"3.2";"1";"L/m2"
"02/02/2025";"Humedad relativa media a 1.5m";"79";"1";"%"
"02/02/2025";"Temperatura media  atura a 1.5m";"11.39";"1";"ºC"
"03/02/2025";"Lluvia";"0.0";"1";"L/m2"
"03/02/2025";"Humedad relativa media a 1.5m";"84";"1";"%"
"03/02/2025";"Temperatura media  atura a 1.5m";"8.32";"1";"ºC"
"04/02/2025";"Lluvia";"0.0";"1";"L/m2"
"04/02/2025";"Humedad relativa media a 1.5m";"85";"1";"%"
"04/02/2025";"Temperatura media  atura a 1.5m";"8.46";"1";"ºC"
"05/02/2025";"Lluvia";"0.0";"1";"L/m2"
"05/02/2025";"Humedad relativa media a 1.5m";"81";"1";"%"
"05/02/2025";"Temperatura media  atura a 1.5m";"9.18";"1";"ºC"
"06/02/2025";"Lluvia";"2.7";"1";"L/m2"
"06/02/2025";"Humedad relativa media a 1.5m";"72";"1";"%"
"06/02/2025";"Temperatura media  atura a 1.5m";"9.93";"1";"ºC"
"07/02/2025";"Lluvia";"14.7";"1";"L/m2"
"07/02/2025";"Humedad relativa media a 1.5m";"85";"1";"%"
"07/02/2025";"Temperatura media  atura a 1.5m";"11.21";"1";"ºC"
"08/02/2025";"Lluvia";"4.4";"1";"L/m2"
"08/02/2025";"Humedad relativa media a 1.5m";"90";"1";"%"
"08/02/2025";"Temperatura media  atura a 1.5m";"6.72";"1";"ºC"
"09/02/2025";"Lluvia";"5.5";"1";"L/m2"
"09/02/2025";"Humedad relativa media a 1.5m";"100";"1";"%"
"09/02/2025";"Temperatura media  atura a 1.5m";"13.10";"1";"ºC"
"10/02/2025";"Lluvia";"1.0";"1";"L/m2"
"10/02/2025";"Humedad relativa media a 1.5m";"90";"1";"%"
"10/02/2025";"Temperatura media  atura a 1.5m";"14.19";"1";"ºC"
"11/02/2025";"Lluvia";"13.8";"1";"L/m2"
"11/02/2025";"Humedad relativa media a 1.5m";"98";"1";"%"
"11/02/2025";"Temperatura media  atura a 1.5m";"11.13";"1";"ºC"
"12/02/2025";"Lluvia";"4.7";"1";"L/m2"
"12/02/2025";"Humedad relativa media a 1.5m";"92";"1";"%"
"12/02/2025";"Temperatura media  atura a 1.5m";"11.55";"1";"ºC"
"13/02/2025";"Lluvia";"11.5";"1";"L/m2"
"13/02/2025";"Humedad relativa media a 1.5m";"90";"1";"%"
"13/02/2025";"Temperatura media  atura a 1.5m";"13.61";"1";"ºC"
"14/02/2025";"Lluvia";"0.0";"1";"L/m2"
"14/02/2025";"Humedad relativa media a 1.5m";"75";"1";"%"
"14/02/2025";"Temperatura media  atura a 1.5m";"13.88";"1";"ºC"
"15/02/2025";"Lluvia";"0.0";"1";"L/m2"
"15/02/2025";"Humedad relativa media a 1.5m";"80";"1";"%"
"15/02/2025";"Temperatura media  atura a 1.5m";"13.73";"1";"ºC"
"16/02/2025";"Lluvia";"5.5";"1";"L/m2"
"16/02/2025";"Humedad relativa media a 1.5m";"88";"1";"%"
"16/02/2025";"Temperatura media  atura a 1.5m";"12.89";"1";"ºC"
"17/02/2025";"Lluvia";"0.0";"1";"L/m2"
"17/02/2025";"Humedad relativa media a 1.5m";"85";"1";"%"
"17/02/2025";"Temperatura media  atura a 1.5m";"10.01";"1";"ºC"
"18/02/2025";"Lluvia";"0.0";"5";"L/m2"
"18/02/2025";"Humedad relativa media a 1.5m";"83";"1";"%"
"18/02/2025";"Temperatura media  atura a 1.5m";"12.63";"1";"ºC"
"19/02/2025";"Lluvia";"1.7";"5";"L/m2"
"19/02/2025";"Humedad relativa media a 1.5m";"96";"1";"%"
"19/02/2025";"Temperatura media  atura a 1.5m";"14.21";"1";"ºC"
"20/02/2025";"Lluvia";"0.2";"5";"L/m2"
"20/02/2025";"Humedad relativa media a 1.5m";"80";"1";"%"
"20/02/2025";"Temperatura media  atura a 1.5m";"14.86";"1";"ºC"
"21/02/2025";"Lluvia";"30.8";"5";"L/m2"
"21/02/2025";"Humedad relativa media a 1.5m";"83";"1";"%"
"21/02/2025";"Temperatura media  atura a 1.5m";"13.95";"1";"ºC"
"22/02/2025";"Lluvia";"2.4";"5";"L/m2"
"22/02/2025";"Humedad relativa media a 1.5m";"87";"1";"%"
"22/02/2025";"Temperatura media  atura a 1.5m";"11.53";"1";"ºC"
"23/02/2025";"Lluvia";"0.0";"5";"L/m2"
"23/02/2025";"Humedad relativa media a 1.5m";"76";"1";"%"
"23/02/2025";"Temperatura media  atura a 1.5m";"11.16";"1";"ºC"
"24/02/2025";"Lluvia";"18.0";"5";"L/m2"
"24/02/2025";"Humedad relativa media a 1.5m";"95";"1";"%"
"24/02/2025";"Temperatura media  atura a 1.5m";"13.49";"1";"ºC"
"25/02/2025";"Lluvia";"0.0";"5";"L/m2"
"25/02/2025";"Humedad relativa media a 1.5m";"83";"1";"%"
"25/02/2025";"Temperatura media  atura a 1.5m";"12.18";"1";"ºC"
"26/02/2025";"Lluvia";"0.0";"5";"L/m2"
"26/02/2025";"Humedad relativa media a 1.5m";"79";"1";"%"
"26/02/2025";"Temperatura media  atura a 1.5m";"9.57";"1";"ºC"
"27/02/2025";"Lluvia";"0.6";"5";"L/m2"
"27/02/2025";"Humedad relativa media a 1.5m";"76";"1";"%"
"27/02/2025";"Temperatura media  atura a 1.5m";"10.85";"1";"ºC"
"28/02/2025";"Lluvia";"0.0";"1";"L/m2"
"28/02/2025";"Humedad relativa media a 1.5m";"70";"1";"%"
"28/02/2025";"Temperatura media  atura a 1.5m";"13.57";"1";"ºC"
"01/03/2025";"Lluvia";"0.0";"1";"L/m2"
"01/03/2025";"Humedad relativa media a 1.5m";"50";"1";"%"
"01/03/2025";"Temperatura media  atura a 1.5m";"12.24";"1";"ºC"
"02/03/2025";"Lluvia";"0.0";"1";"L/m2"
"02/03/2025";"Humedad relativa media a 1.5m";"45";"1";"%"
"02/03/2025";"Temperatura media  atura a 1.5m";"11.29";"1";"ºC"
"03/03/2025";"Lluvia";"0.0";"1";"L/m2"
"03/03/2025";"Humedad relativa media a 1.5m";"59";"1";"%"
"03/03/2025";"Temperatura media  atura a 1.5m";"12.26";"1";"ºC"
"04/03/2025";"Lluvia";"0.0";"1";"L/m2"
"04/03/2025";"Humedad relativa media a 1.5m";"64";"1";"%"
"04/03/2025";"Temperatura media  atura a 1.5m";"14.41";"1";"ºC"
"05/03/2025";"Lluvia";"4.7";"5";"L/m2"
"05/03/2025";"Humedad relativa media a 1.5m";"90";"1";"%"
"05/03/2025";"Temperatura media  atura a 1.5m";"12.01";"1";"ºC"
"06/03/2025";"Lluvia";"14.9";"1";"L/m2"
"06/03/2025";"Humedad relativa media a 1.5m";"99";"1";"%"
"06/03/2025";"Temperatura media  atura a 1.5m";"12.34";"1";"ºC"
"07/03/2025";"Lluvia";"8.7";"1";"L/m2"
"07/03/2025";"Humedad relativa media a 1.5m";"78";"1";"%"
"07/03/2025";"Temperatura media  atura a 1.5m";"12.98";"1";"ºC"
"08/03/2025";"Lluvia";"16.5";"1";"L/m2"
"08/03/2025";"Humedad relativa media a 1.5m";"81";"1";"%"
"08/03/2025";"Temperatura media  atura a 1.5m";"10.49";"1";"ºC"
"09/03/2025";"Lluvia";"7.0";"1";"L/m2"
"09/03/2025";"Humedad relativa media a 1.5m";"78";"1";"%"
"09/03/2025";"Temperatura media  atura a 1.5m";"10.96";"1";"ºC"
"10/03/2025";"Lluvia";"3.5";"1";"L/m2"
"10/03/2025";"Humedad relativa media a 1.5m";"73";"1";"%"
"10/03/2025";"Temperatura media  atura a 1.5m";"11.07";"1";"ºC"
"11/03/2025";"Lluvia";"0.0";"1";"L/m2"
"11/03/2025";"Humedad relativa media a 1.5m";"70";"1";"%"
"11/03/2025";"Temperatura media  atura a 1.5m";"12.77";"1";"ºC"
"12/03/2025";"Lluvia";"0.0";"1";"L/m2"
"12/03/2025";"Humedad relativa media a 1.5m";"80";"1";"%"
"12/03/2025";"Temperatura media  atura a 1.5m";"10.31";"1";"ºC"
"13/03/2025";"Lluvia";"0.0";"1";"L/m2"
"13/03/2025";"Humedad relativa media a 1.5m";"62";"1";"%"
"13/03/2025";"Temperatura media  atura a 1.5m";"11.07";"1";"ºC"
"14/03/2025";"Lluvia";"0.0";"1";"L/m2"
"14/03/2025";"Humedad relativa media a 1.5m";"56";"1";"%"
"14/03/2025";"Temperatura media  atura a 1.5m";"9.60";"1";"ºC"
"15/03/2025";"Lluvia";"0.0";"1";"L/m2"
"15/03/2025";"Humedad relativa media a 1.5m";"61";"1";"%"
"15/03/2025";"Temperatura media  atura a 1.5m";"9.79";"1";"ºC"
"16/03/2025";"Lluvia";"0.0";"1";"L/m2"
"16/03/2025";"Humedad relativa media a 1.5m";"55";"1";"%"
"16/03/2025";"Temperatura media  atura a 1.5m";"9.49";"1";"ºC"
"17/03/2025";"Lluvia";"0.9";"1";"L/m2"
"17/03/2025";"Humedad relativa media a 1.5m";"64";"1";"%"
"17/03/2025";"Temperatura media  atura a 1.5m";"11.42";"1";"ºC"
"18/03/2025";"Lluvia";"0.3";"1";"L/m2"
"18/03/2025";"Humedad relativa media a 1.5m";"71";"1";"%"
"18/03/2025";"Temperatura media  atura a 1.5m";"12.82";"1";"ºC"
"19/03/2025";"Lluvia";"0.0";"1";"L/m2"
"19/03/2025";"Humedad relativa media a 1.5m";"51";"1";"%"
"19/03/2025";"Temperatura media  atura a 1.5m";"17.05";"1";"ºC"
"20/03/2025";"Lluvia";"7.2";"1";"L/m2"
"20/03/2025";"Humedad relativa media a 1.5m";"59";"1";"%"
"20/03/2025";"Temperatura media  atura a 1.5m";"15.39";"1";"ºC"
"21/03/2025";"Lluvia";"35.2";"1";"L/m2"
"21/03/2025";"Humedad relativa media a 1.5m";"95";"1";"%"
"21/03/2025";"Temperatura media  atura a 1.5m";"11.82";"1";"ºC"
"22/03/2025";"Lluvia";"18.4";"1";"L/m2"
